,dealer_up_card,dealer_up_card_value,dealer_final_hand_value,dealer_busted,dealer_blackjack,dealer_final_hand,player_hand,player_hand_value,player_busted,player_blackjack,player_won,player_stack
325,KC,10,18,False,False,"[<Card.Card object at 0x000001E8220EC700>, <Card.Card object at 0x000001E8220EB7C0>, <Card.Card object at 0x000001E8220E7E80>]","[<Card.Card object at 0x000001E8220C6850>, <Card.Card object at 0x000001E8220D4490>]",19,False,False,1,
326,KS,10,20,False,False,"[<Card.Card object at 0x000001E8220EC820>, <Card.Card object at 0x000001E82206F8B0>]","[<Card.Card object at 0x000001E8220EA0D0>, <Card.Card object at 0x000001E8220CAE50>, <Card.Card object at 0x000001E8220EED00>]",21,False,False,1,
327,7D,7,24,True,False,"[<Card.Card object at 0x000001E8220DD430>, <Card.Card object at 0x000001E8220E9430>, <Card.Card object at 0x000001E8220EEB80>, <Card.Card object at 0x000001E8220ED550>]","[<Card.Card object at 0x000001E8220E9160>, <Card.Card object at 0x000001E8220E6820>]",20,False,False,0,
328,6C,6,22,True,False,"[<Card.Card object at 0x000001E8220ECD00>, <Card.Card object at 0x000001E8220D4160>, <Card.Card object at 0x000001E8220EF3A0>, <Card.Card object at 0x000001E82206F460>]","[<Card.Card object at 0x000001E8220C2130>, <Card.Card object at 0x000001E82201DCA0>, <Card.Card object at 0x000001E8220ED3D0>]",20,False,False,0,
329,5H,5,18,False,False,"[<Card.Card object at 0x000001E8220E69A0>, <Card.Card object at 0x000001E8220C0F10>, <Card.Card object at 0x000001E8220EB040>]","[<Card.Card object at 0x000001E82206FFD0>, <Card.Card object at 0x000001E8220CA6D0>]",18,False,False,0,
330,KD,10,18,False,False,"[<Card.Card object at 0x000001E8220EC8E0>, <Card.Card object at 0x000001E8220EB550>]","[<Card.Card object at 0x000001E8220EE820>, <Card.Card object at 0x000001E8220EB790>, <Card.Card object at 0x000001E8220EBAC0>]",21,False,False,1,
331,6C,6,19,False,False,"[<Card.Card object at 0x000001E8220EB3A0>, <Card.Card object at 0x000001E8220EF3D0>, <Card.Card object at 0x000001E8220EF5E0>]","[<Card.Card object at 0x000001E8220CB0A0>, <Card.Card object at 0x000001E8220EF4F0>]",19,False,False,0,
332,JC,10,22,True,False,"[<Card.Card object at 0x000001E8220EEF40>, <Card.Card object at 0x000001E8220D6580>, <Card.Card object at 0x000001E8220EEC70>]","[<Card.Card object at 0x000001E8220EBC70>, <Card.Card object at 0x000001E8220BAA60>]",12,False,False,0,
333,3C,3,22,True,False,"[<Card.Card object at 0x000001E8220EEC40>, <Card.Card object at 0x000001E8220E0A90>, <Card.Card object at 0x000001E8220CA550>, <Card.Card object at 0x000001E8220E72E0>]","[<Card.Card object at 0x000001E8220DD910>, <Card.Card object at 0x000001E8220ED1F0>]",17,False,False,0,
334,JH,10,20,False,False,"[<Card.Card object at 0x000001E8220EE4F0>, <Card.Card object at 0x000001E822087070>]","[<Card.Card object at 0x000001E8220DD370>, <Card.Card object at 0x000001E8220EC340>, <Card.Card object at 0x000001E8220D67C0>]",15,False,False,0,
335,QH,10,20,False,False,"[<Card.Card object at 0x000001E8220EE9A0>, <Card.Card object at 0x000001E8220EB1C0>]","[<Card.Card object at 0x000001E8220C6100>, <Card.Card object at 0x000001E8220D9310>]",20,False,False,0,
336,6D,6,26,True,False,"[<Card.Card object at 0x000001E8220A8820>, <Card.Card object at 0x000001E8220E9EB0>, <Card.Card object at 0x000001E8220ED5E0>]","[<Card.Card object at 0x000001E8220EB190>, <Card.Card object at 0x000001E8220EFE80>]",12,False,False,0,
337,JC,10,21,False,True,"[<Card.Card object at 0x000001E8220EBB20>, <Card.Card object at 0x000001E8220B1640>]","[<Card.Card object at 0x000001E8220EA970>, <Card.Card object at 0x000001E8220EC490>]",20,False,False,0,
338,QS,10,21,False,True,"[<Card.Card object at 0x000001E8220EA550>, <Card.Card object at 0x000001E8220EDBB0>]","[<Card.Card object at 0x000001E8220F3940>, <Card.Card object at 0x000001E8220EE0D0>]",19,False,False,0,
339,JD,10,18,False,False,"[<Card.Card object at 0x000001E8220D40A0>, <Card.Card object at 0x000001E8220EC550>]","[<Card.Card object at 0x000001E8220EA520>, <Card.Card object at 0x000001E8220EEE80>, <Card.Card object at 0x000001E8220E7790>]",17,False,False,0,
340,4S,4,22,True,False,"[<Card.Card object at 0x000001E8220C7610>, <Card.Card object at 0x000001E8220EB6D0>, <Card.Card object at 0x000001E8220EA340>]","[<Card.Card object at 0x000001E8220EBA00>, <Card.Card object at 0x000001E8220DD340>]",20,False,False,0,
341,6D,6,20,False,False,"[<Card.Card object at 0x000001E8220EF490>, <Card.Card object at 0x000001E8220E0190>, <Card.Card object at 0x000001E8220F3160>]","[<Card.Card object at 0x000001E8220EF5B0>, <Card.Card object at 0x000001E8220D6BB0>, <Card.Card object at 0x000001E8220ECB50>]",19,False,False,0,
342,9D,9,20,False,False,"[<Card.Card object at 0x000001E8220EF130>, <Card.Card object at 0x000001E8220E60D0>]","[<Card.Card object at 0x000001E8220ECA60>, <Card.Card object at 0x000001E8220EDCA0>]",20,False,False,0,
343,TH,10,17,False,False,"[<Card.Card object at 0x000001E8220F3FD0>, <Card.Card object at 0x000001E8220EE5B0>]","[<Card.Card object at 0x000001E8220EE2E0>, <Card.Card object at 0x000001E8220E91F0>]",15,False,False,0,
344,6S,6,17,False,False,"[<Card.Card object at 0x000001E8220EDF40>, <Card.Card object at 0x000001E8220C6A90>]","[<Card.Card object at 0x000001E8220EE370>, <Card.Card object at 0x000001E8220F8580>]",17,False,False,0,
345,3S,3,18,False,False,"[<Card.Card object at 0x000001E8220EF7F0>, <Card.Card object at 0x000001E8220EFA90>, <Card.Card object at 0x000001E8220E9BE0>, <Card.Card object at 0x000001E8220E6550>, <Card.Card object at 0x000001E8220EFE20>, <Card.Card object at 0x000001E8220EF280>]","[<Card.Card object at 0x000001E8220EA2B0>, <Card.Card object at 0x000001E8220DDE50>]",13,False,False,0,
346,JD,10,20,False,False,"[<Card.Card object at 0x000001E8220EE7F0>, <Card.Card object at 0x000001E8220DDB80>]","[<Card.Card object at 0x000001E8220EBD30>, <Card.Card object at 0x000001E8220F8160>]",13,False,False,0,
347,JD,10,23,True,False,"[<Card.Card object at 0x000001E8220F8670>, <Card.Card object at 0x000001E8220F3C70>, <Card.Card object at 0x000001E8220EE8E0>, <Card.Card object at 0x000001E8220F32B0>]","[<Card.Card object at 0x000001E8220EBCD0>, <Card.Card object at 0x000001E8220EEC10>, <Card.Card object at 0x000001E8220EFE50>]",12,False,False,0,
348,TS,10,21,False,True,"[<Card.Card object at 0x000001E8220C0DF0>, <Card.Card object at 0x000001E8220D4C70>]","[<Card.Card object at 0x000001E8220F3EE0>, <Card.Card object at 0x000001E8220EEFA0>]",20,False,False,0,
349,5C,5,26,True,False,"[<Card.Card object at 0x000001E82206F3D0>, <Card.Card object at 0x000001E8220EB8E0>, <Card.Card object at 0x000001E8220EEEE0>, <Card.Card object at 0x000001E8220F82E0>, <Card.Card object at 0x000001E8220E9D00>]","[<Card.Card object at 0x000001E8220F3520>, <Card.Card object at 0x000001E8220F33A0>]",14,False,False,0,
350,6C,6,19,False,False,"[<Card.Card object at 0x000001E82206F550>, <Card.Card object at 0x000001E8220EC880>, <Card.Card object at 0x000001E82206FDF0>]","[<Card.Card object at 0x000001E8220EFC70>, <Card.Card object at 0x000001E8220EDAF0>]",21,False,True,1,
351,TH,10,20,False,False,"[<Card.Card object at 0x000001E8220EFA60>, <Card.Card object at 0x000001E8220EE430>]","[<Card.Card object at 0x000001E8220F3220>, <Card.Card object at 0x000001E8220EF970>]",20,False,False,0,
352,9D,9,17,False,False,"[<Card.Card object at 0x000001E8220B1040>, <Card.Card object at 0x000001E8220F86A0>]","[<Card.Card object at 0x000001E8220EDC40>, <Card.Card object at 0x000001E8220EDEE0>]",14,False,False,0,
353,TH,10,20,False,False,"[<Card.Card object at 0x000001E8220F3AF0>, <Card.Card object at 0x000001E8220B5D90>]","[<Card.Card object at 0x000001E8220D2BE0>, <Card.Card object at 0x000001E8220F3580>]",16,False,False,0,
354,8H,8,18,False,False,"[<Card.Card object at 0x000001E8220F8C40>, <Card.Card object at 0x000001E8220EC040>]","[<Card.Card object at 0x000001E8220ED070>, <Card.Card object at 0x000001E8220EBA30>]",15,False,False,0,
355,2C,2,22,True,False,"[<Card.Card object at 0x000001E8220FE520>, <Card.Card object at 0x000001E8220EC160>, <Card.Card object at 0x000001E8220EF0A0>, <Card.Card object at 0x000001E8220E7E20>, <Card.Card object at 0x000001E8220EF8E0>]","[<Card.Card object at 0x000001E8220F8370>, <Card.Card object at 0x000001E8220EB340>]",16,False,False,0,
356,KD,10,20,False,False,"[<Card.Card object at 0x000001E8220EB520>, <Card.Card object at 0x000001E8220ED880>, <Card.Card object at 0x000001E8220ED1C0>]","[<Card.Card object at 0x000001E8220F3970>, <Card.Card object at 0x000001E8220EFDF0>]",17,False,False,0,
357,8S,8,18,False,False,"[<Card.Card object at 0x000001E8220EE220>, <Card.Card object at 0x000001E8220CA1C0>]","[<Card.Card object at 0x000001E80FB162E0>, <Card.Card object at 0x000001E8220F8F10>, <Card.Card object at 0x000001E8220BA910>, <Card.Card object at 0x000001E8220F3700>]",19,False,False,1,
358,7D,7,19,False,False,"[<Card.Card object at 0x000001E8220FE610>, <Card.Card object at 0x000001E8220FE400>, <Card.Card object at 0x000001E8220EE8B0>]","[<Card.Card object at 0x000001E8220F3A30>, <Card.Card object at 0x000001E8220F8D30>]",16,False,False,0,
359,5S,5,17,False,False,"[<Card.Card object at 0x000001E8220EBA60>, <Card.Card object at 0x000001E8220E0F70>, <Card.Card object at 0x000001E8220EEB20>]","[<Card.Card object at 0x000001E8220FE0D0>, <Card.Card object at 0x000001E8220E7280>]",20,False,False,1,
360,QC,10,17,False,False,"[<Card.Card object at 0x000001E8221034C0>, <Card.Card object at 0x000001E82206F070>]","[<Card.Card object at 0x000001E8220EA6D0>, <Card.Card object at 0x000001E8220EB610>, <Card.Card object at 0x000001E8220B1F40>]",16,False,False,0,
361,7S,7,17,False,False,"[<Card.Card object at 0x000001E8220F8220>, <Card.Card object at 0x000001E8220EF1F0>]","[<Card.Card object at 0x000001E8220D94C0>, <Card.Card object at 0x000001E8220F3E80>]",18,False,False,1,
362,4S,4,19,False,False,"[<Card.Card object at 0x000001E8220FE7F0>, <Card.Card object at 0x000001E8220F84F0>, <Card.Card object at 0x000001E8220FE1F0>, <Card.Card object at 0x000001E8220F88E0>]","[<Card.Card object at 0x000001E8220E9520>, <Card.Card object at 0x000001E8220D47C0>, <Card.Card object at 0x000001E8220ECC70>]",13,False,False,0,
363,2C,2,18,False,False,"[<Card.Card object at 0x000001E8220EC640>, <Card.Card object at 0x000001E8220D9A60>, <Card.Card object at 0x000001E8220EE9D0>, <Card.Card object at 0x000001E8220F3A90>]","[<Card.Card object at 0x000001E8220EFA30>, <Card.Card object at 0x000001E8220FE6D0>]",18,False,False,0,
364,8S,8,17,False,False,"[<Card.Card object at 0x000001E8220F8F40>, <Card.Card object at 0x000001E8220FEEE0>]","[<Card.Card object at 0x000001E8220C0280>, <Card.Card object at 0x000001E8220F8FA0>]",20,False,False,1,
365,8H,8,25,True,False,"[<Card.Card object at 0x000001E8220EEBB0>, <Card.Card object at 0x000001E8221035E0>, <Card.Card object at 0x000001E8220F3F40>]","[<Card.Card object at 0x000001E8220EF070>, <Card.Card object at 0x000001E8220F3820>]",19,False,False,0,
366,AH,1,18,False,False,"[<Card.Card object at 0x000001E8220E95B0>, <Card.Card object at 0x000001E8220ED190>]","[<Card.Card object at 0x000001E8220F3F70>, <Card.Card object at 0x000001E822103790>, <Card.Card object at 0x000001E8220E96A0>]",14,False,False,0,
367,3C,3,17,False,False,"[<Card.Card object at 0x000001E8220F8CA0>, <Card.Card object at 0x000001E8220ED9D0>, <Card.Card object at 0x000001E8220EBBB0>, <Card.Card object at 0x000001E8220EE3D0>, <Card.Card object at 0x000001E8220EAA00>]","[<Card.Card object at 0x000001E8220D4AC0>, <Card.Card object at 0x000001E8220F37F0>, <Card.Card object at 0x000001E8220FECA0>]",21,False,False,1,
368,5C,5,20,False,False,"[<Card.Card object at 0x000001E822105370>, <Card.Card object at 0x000001E8220EED90>, <Card.Card object at 0x000001E8220E0130>, <Card.Card object at 0x000001E8220F8AF0>]","[<Card.Card object at 0x000001E822103910>, <Card.Card object at 0x000001E8220F3CA0>]",17,False,False,0,
369,2C,2,22,True,False,"[<Card.Card object at 0x000001E8220EBBE0>, <Card.Card object at 0x000001E8220E6130>, <Card.Card object at 0x000001E8220F8D90>]","[<Card.Card object at 0x000001E8220EF100>, <Card.Card object at 0x000001E8220F3340>]",16,False,False,0,
370,8S,8,20,False,False,"[<Card.Card object at 0x000001E8220F8CD0>, <Card.Card object at 0x000001E8220FE3D0>, <Card.Card object at 0x000001E8220F8700>]","[<Card.Card object at 0x000001E8220CBAF0>, <Card.Card object at 0x000001E8220FE970>]",16,False,False,0,
371,5H,5,22,True,False,"[<Card.Card object at 0x000001E8220F32E0>, <Card.Card object at 0x000001E8220EB2E0>, <Card.Card object at 0x000001E8220BD520>, <Card.Card object at 0x000001E8220E9E50>]","[<Card.Card object at 0x000001E8220E6AF0>, <Card.Card object at 0x000001E8220D2820>]",12,False,False,0,
372,QD,10,18,False,False,"[<Card.Card object at 0x000001E822103070>, <Card.Card object at 0x000001E8220F85B0>]","[<Card.Card object at 0x000001E8220EAD90>, <Card.Card object at 0x000001E8220D6F10>]",20,False,False,1,
373,TD,10,20,False,False,"[<Card.Card object at 0x000001E8220EFD90>, <Card.Card object at 0x000001E8220E61C0>]","[<Card.Card object at 0x000001E8220EB4F0>, <Card.Card object at 0x000001E8221054C0>]",14,False,False,0,
374,9D,9,20,False,False,"[<Card.Card object at 0x000001E8220D6850>, <Card.Card object at 0x000001E822105970>, <Card.Card object at 0x000001E8220ED8B0>]","[<Card.Card object at 0x000001E82206FBE0>, <Card.Card object at 0x000001E8220EF310>]",21,False,True,1,
375,QD,10,22,True,False,"[<Card.Card object at 0x000001E8220ED310>, <Card.Card object at 0x000001E8220F8E20>, <Card.Card object at 0x000001E8220FED30>]","[<Card.Card object at 0x000001E8220EFB20>, <Card.Card object at 0x000001E8220EF940>]",13,False,False,0,
376,2D,2,22,True,False,"[<Card.Card object at 0x000001E8220EFDC0>, <Card.Card object at 0x000001E8220E9700>, <Card.Card object at 0x000001E8220CA340>]","[<Card.Card object at 0x000001E8220C2250>, <Card.Card object at 0x000001E822105340>]",20,False,False,0,
377,7D,7,22,True,False,"[<Card.Card object at 0x000001E8220E9220>, <Card.Card object at 0x000001E822103A90>, <Card.Card object at 0x000001E8220FEAF0>]","[<Card.Card object at 0x000001E822103130>, <Card.Card object at 0x000001E822109280>]",12,False,False,0,
378,7H,7,20,False,False,"[<Card.Card object at 0x000001E82206FEB0>, <Card.Card object at 0x000001E8221057F0>, <Card.Card object at 0x000001E8220FE640>]","[<Card.Card object at 0x000001E8220EAE20>, <Card.Card object at 0x000001E8220EB5B0>]",20,False,False,0,
379,QH,10,25,True,False,"[<Card.Card object at 0x000001E8220F34C0>, <Card.Card object at 0x000001E8220EA1C0>, <Card.Card object at 0x000001E8220EB760>, <Card.Card object at 0x000001E822105A90>]","[<Card.Card object at 0x000001E8220ED370>, <Card.Card object at 0x000001E8220C0F40>, <Card.Card object at 0x000001E822109520>]",13,False,False,0,
380,3H,3,23,True,False,"[<Card.Card object at 0x000001E8220EB280>, <Card.Card object at 0x000001E82206F190>, <Card.Card object at 0x000001E8220E7520>]","[<Card.Card object at 0x000001E8220EFC10>, <Card.Card object at 0x000001E8220C27F0>]",12,False,False,0,
381,9C,9,21,False,False,"[<Card.Card object at 0x000001E8220FE700>, <Card.Card object at 0x000001E8220EBF70>, <Card.Card object at 0x000001E8220E9C10>]","[<Card.Card object at 0x000001E8220EEA30>, <Card.Card object at 0x000001E822109550>]",16,False,False,0,
382,3H,3,22,True,False,"[<Card.Card object at 0x000001E8220EBD00>, <Card.Card object at 0x000001E8220EF700>, <Card.Card object at 0x000001E8221039D0>, <Card.Card object at 0x000001E822105880>]","[<Card.Card object at 0x000001E8220D9F70>, <Card.Card object at 0x000001E8220F8E80>, <Card.Card object at 0x000001E8220EFCD0>]",21,False,False,0,
383,AC,1,19,False,False,"[<Card.Card object at 0x000001E822105430>, <Card.Card object at 0x000001E8220D9640>, <Card.Card object at 0x000001E8221032B0>]","[<Card.Card object at 0x000001E822105B50>, <Card.Card object at 0x000001E8220EBAF0>, <Card.Card object at 0x000001E8220E6CA0>, <Card.Card object at 0x000001E822109E80>]",19,False,False,0,
384,2D,2,26,True,False,"[<Card.Card object at 0x000001E8220EDCD0>, <Card.Card object at 0x000001E8220EB970>, <Card.Card object at 0x000001E8220F3310>, <Card.Card object at 0x000001E8220F3B20>]","[<Card.Card object at 0x000001E822103F10>, <Card.Card object at 0x000001E822103850>, <Card.Card object at 0x000001E8220F89A0>]",14,False,False,0,
385,5D,5,22,True,False,"[<Card.Card object at 0x000001E8220F3D30>, <Card.Card object at 0x000001E822105910>, <Card.Card object at 0x000001E82210F4F0>]","[<Card.Card object at 0x000001E8220D9340>, <Card.Card object at 0x000001E8220FE5B0>]",18,False,False,0,
386,TS,10,20,False,False,"[<Card.Card object at 0x000001E8220EBC10>, <Card.Card object at 0x000001E8220FEF40>]","[<Card.Card object at 0x000001E822109040>, <Card.Card object at 0x000001E8220EBB80>]",20,False,False,0,
387,6H,6,17,False,False,"[<Card.Card object at 0x000001E8220F36D0>, <Card.Card object at 0x000001E8220D96D0>, <Card.Card object at 0x000001E8220FE130>]","[<Card.Card object at 0x000001E8220DD9D0>, <Card.Card object at 0x000001E822109160>]",19,False,False,1,
388,9D,9,19,False,False,"[<Card.Card object at 0x000001E822105940>, <Card.Card object at 0x000001E8220E96D0>]","[<Card.Card object at 0x000001E8221050A0>, <Card.Card object at 0x000001E822105BB0>]",15,False,False,0,
389,JS,10,17,False,False,"[<Card.Card object at 0x000001E8221095E0>, <Card.Card object at 0x000001E8221030D0>, <Card.Card object at 0x000001E8220EC460>]","[<Card.Card object at 0x000001E8221093D0>, <Card.Card object at 0x000001E82206F4C0>]",12,False,False,0,
390,5S,5,20,False,False,"[<Card.Card object at 0x000001E822103B80>, <Card.Card object at 0x000001E8220F8BE0>, <Card.Card object at 0x000001E822105CD0>]","[<Card.Card object at 0x000001E8220EF190>, <Card.Card object at 0x000001E8221090D0>]",16,False,False,0,
391,5D,5,19,False,False,"[<Card.Card object at 0x000001E8220EED30>, <Card.Card object at 0x000001E8220EECA0>, <Card.Card object at 0x000001E822105D30>]","[<Card.Card object at 0x000001E82210C280>, <Card.Card object at 0x000001E8220EFB80>]",13,False,False,0,
392,AD,1,26,True,False,"[<Card.Card object at 0x000001E822105700>, <Card.Card object at 0x000001E8221053D0>, <Card.Card object at 0x000001E8220F31F0>, <Card.Card object at 0x000001E82210F970>, <Card.Card object at 0x000001E8220ED4C0>]","[<Card.Card object at 0x000001E8221037C0>, <Card.Card object at 0x000001E82210C730>]",20,False,False,0,
393,TD,10,24,True,False,"[<Card.Card object at 0x000001E82206F910>, <Card.Card object at 0x000001E822105A30>, <Card.Card object at 0x000001E822109610>]","[<Card.Card object at 0x000001E8220EC370>, <Card.Card object at 0x000001E822103820>, <Card.Card object at 0x000001E8220EE7C0>]",13,False,False,0,
394,TC,10,22,True,False,"[<Card.Card object at 0x000001E82210CA90>, <Card.Card object at 0x000001E8220F8760>, <Card.Card object at 0x000001E822105670>]","[<Card.Card object at 0x000001E8220DD490>, <Card.Card object at 0x000001E82210FBB0>]",17,False,False,0,
395,9C,9,24,True,False,"[<Card.Card object at 0x000001E82210F5B0>, <Card.Card object at 0x000001E8220ED730>, <Card.Card object at 0x000001E8220F34F0>]","[<Card.Card object at 0x000001E82210F130>, <Card.Card object at 0x000001E822109580>]",14,False,False,0,
